id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,is_ascii
27934,nice room with superb city view,120437,nuttee,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,2020-01-06,0.5,2,353,0,True
27979,"easy going landlord,easy place",120541,emy,Bang Na,13.66818,100.61674,Private room,1316,1,0,,,2,358,0,True
28745,modern-style apartment in bangkok,123784,familyroom,Bang Kapi,13.75232,100.62402,Private room,800,60,0,,,1,365,0,True
35780,spacious one bedroom at the kris condo bldg. 3,153730,sirilak,Din Daeng,13.78823,100.57256,Private room,1286,7,2,2022-04-01,0.03,1,323,1,True
941865,suite room 3 at metropoint,610315,kasem,Bang Kapi,13.76872,100.63338,Private room,1905,1,0,,,3,365,0,True
1704776,new pro!!  bungalow bkk centre,2129668,wimonpak,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,19,2017-08-03,0.17,41,365,0,True
48736,condo with chaopraya river view,222005,athitaya,Rat Burana,13.68556,100.49535,Private room,1558,3,1,2014-02-03,0.01,1,365,0,True
1738669,1 chic bedroom apartment in bkk,7045870,jiraporn,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,1,0,,,1,365,0,True
1744248,"batcave, pool view, near chatuchak",9181769,nol,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,2016-03-29,0.09,1,365,0,True
952677,standard room decor do hostel,5171292,somsak,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27,0.03,10,87,0,True
55681,sathorn terrace apartment(61),263049,tor,Bang Rak,13.71934,100.5176,Private room,1150,2,27,2019-01-03,0.19,7,320,0,True
1765918,2br apt in a cozy neighborhood,9279712,jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,2022-09-30,1.17,1,356,1,True
55686,comfy bedroom near river pier & bts  taksin.,263049,tor,Sathon,13.71802,100.51539,Hotel room,1862,2,208,2019-12-02,1.44,7,361,0,True
59221,budget hotel bangkok near subway,284095,mimi,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2018-07-30,0.02,2,365,0,True
959254,"deluxe condo, nana, pool/gym/sauna",5153476,natcha,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,,,1,365,0,True
62217,luxury@swimpool/freewifi/nearjjmkt,302658,srisuk,Phaya Thai,13.79152,100.53982,Private room,4156,1,0,,,1,365,0,True
1791481,nice and quiet condo near bts onnut,9399478,piyakorn,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,2019-05-31,0.78,1,330,0,True
66046,"24flr- 1br apt near jj, mrt, bts",323158,sue,Chatu Chak,13.82298,100.56484,Entire home/apt,122594,2,9,2020-03-04,0.09,6,180,0,True
105042,central bangkok 3 bedroom apartment,545890,henry,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,28,148,2020-01-07,1.08,1,334,0,True
1793000,the duplex - asoke- luxury 92sqm,9407280,timo,Vadhana,13.74668,100.56137,Entire home/apt,5034,21,287,2022-11-22,2.59,1,349,3,True
960858,"new, stylish & luxury studio condo",3769704,pat,Sai Mai,13.9077,100.64473,Private room,1500,1,0,,,1,365,0,True
113744,river view - ivy condo (1 bedroom),578110,muay,Rat Burana,13.68568,100.49231,Private room,1385,30,0,,,1,365,0,True
965722,siamese gioia on sukhumvit 31,5265861,chuchart,Vadhana,13.74444,100.57003,Private room,3775,30,3,2018-12-24,0.05,1,364,0,True
1808600,contemporary modern duplex-thong lo,9478184,shine,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,2018-09-12,0.75,1,55,0,True
118118,pan dao condo 5 min from bts on nut,596463,dustin,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,2013-10-09,0.02,1,364,0,True
1816517,1 br condominium center bkk +netflix+55sqm,8492603,sudhichai,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,27,76,2018-04-05,0.7,1,263,0,True
969792,1 penthouse in central bangkok,5297436,anya,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,1,0,,,1,365,0,True
121410,"metropoint suite room, near airport",610315,kasem,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,,,3,365,0,True
145343,boutique rooms near bangkok airport,703944,parinya,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,2022-11-25,0.28,1,349,13,True
973830,bangluang house1 @ bangkok thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,2019-12-31,0.64,3,350,0,True
156583,studio near chula university/silom walk to mrt/bts,58920,gael,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2022-11-25,0.47,2,95,2,True
1823321,กรองทองแมนชั่น (ลาดพร้าว 81),9545111,penjit,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,,,1,365,0,False
159854,deluxe one bedroom condo w.pool-gym & sauna 8-7,766443,gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08,1.58,3,207,7,True
976690,beautiful 1 br apartment @bts ari,5344120,nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2022-11-15,0.77,4,336,2,True
978531,urban oasis in the heart of bangkok,5309669,apiradee,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18,0.03,3,174,0,True
166267,1bed apt. near chula university/silom,58920,gael,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2022-11-30,0.54,2,156,5,True
169285,stay at the roaring ratchada!,806600,frances,Huai Khwang,13.78118,100.58349,Private room,1316,1,0,,,1,365,0,True
978969,"60 m2 apartment in thong lor, bangkok",5358785,danny,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,2019-11-10,0.05,1,331,0,True
1842066,iconsiam river view  on 49th floor,9626074,weera,Bang Rak,13.72287,100.51678,Private room,2500,180,15,2015-12-08,0.14,1,88,0,True
169514,2br apt in sukhumvit asoke near bts,729617,kanchuya,Vadhana,13.74464,100.55784,Entire home/apt,1732,90,0,,,1,365,0,True
1849029,self catering cozy1-bed near bts,9652914,jirasak,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,2018-12-18,0.06,1,365,0,True
1862089,❂☀☀☀perfect escape☀☀☀sunny roof ensuite☀☀☀☀,1927968,evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07,3.77,37,355,1,False
985743,room with city view of bkk,5309669,apiradee,Sathon,13.71803,100.54654,Private room,3500,3,0,,,3,363,0,True
988373,bangluang house 2@ bangkok thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15,0.8,3,339,10,True
172332,tranquility found in busy bangkok near new skytran,822284,rae and charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,2019-02-20,0.17,7,145,0,True
1016487,private room in bangkok,5594281,yodying,Chatu Chak,13.82148,100.58326,Private room,350,30,0,,,1,365,0,True
1862331,☞✪✪✪✪roomy studio 4 family r friends✪no stairs✪✪✪✪,8214044,evan from sanctuary house,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15,2.59,8,350,7,False
1862377,☞downtown central studio-bangkok mrt,8214044,evan from sanctuary house,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11,3.0,8,331,9,False
185364,beautiful wood bangkok resort house,889670,narumon,Nong Chok,13.779,100.83671,Entire home/apt,8658,1,0,,,1,363,0,True
1887544,"""serviced 2 bed scenic skyvillas""",6132593,salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,2022-11-30,1.07,7,134,12,True
1888303,cozy 1br rooftop (bts ploenchit) heart of bangkok,9821998,pichanee,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,2018-07-02,0.15,1,16,0,True
1019241,chic two bedroom for monthly rental,3323622,phoebe,Bang Rak,13.72687,100.52725,Entire home/apt,2701,30,104,2020-02-20,0.89,1,0,0,True
241416,sukhumvit52 near skytrain to bkkcbd,960892,vajirune,Phra Khanong,13.70169,100.5977,Private room,2251,3,0,,,1,365,0,True
1026451,"♡chic studio, easy walk to pier & bts taksin♡",3346331,bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15,4.02,7,320,29,False
1028469,one bedroom suite- wifi- sathorn,2148220,marvin,Sathon,13.71602,100.52663,Private room,2696,1,0,,,3,356,0,True
1028486,studio rm2 - wifi- sathorn,2148220,marvin,Sathon,13.71798,100.52841,Private room,1736,1,4,2014-11-12,0.04,3,356,0,True
1035589,quiet double  bed apartment,4115838,primrose,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,2022-10-25,0.46,3,242,1,True
1035640,quiet double bed apartment,4115838,primrose,Thawi Watthana,13.79315,100.33356,Private room,1800,2,0,,,3,256,0,True
1897982,suvarnabhumi free transfer,8362130,luckana,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,2020-03-03,0.39,2,365,0,True
296960,luxury&comfy wthwifi walk-distance to subwy-malls,175729,mitch & mam,Chatu Chak,13.80926,100.56892,Entire home/apt,900,358,56,2019-08-04,0.43,1,365,0,True
1898332,"apr. for rent full fur 1 bedroom, monthly",4837310,veesa,Bang Na,13.67805,100.62451,Private room,400,180,0,,,1,364,0,True
1041976,long-stay special rate spacious entire floor siam,5735895,pariya,Parthum Wan,13.74814,100.52016,Entire home/apt,2900,1125,295,2021-08-21,2.61,3,0,0,True
313459,one bed room at sukumvit 50 bangkok,1611711,nichapat,Khlong Toei,13.71513,100.5683,Private room,2226,1,0,,,1,364,0,True
1052180,"city view, relaxed theme & delicious food around",5793490,nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18,0.27,6,59,4,True
1926489,ideo blucove sukhumvit bangkok,9434109,sander,Bang Na,13.67998,100.61074,Entire home/apt,1500,29,0,,,1,365,0,True
320014,2-br condo near bts on sukhumvit rd,843854,anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20,0.51,1,167,1,True
1933894,"newlyrenovated! 3br,singlehouse, park/bts/airport.",9509219,piya,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2022-11-28,0.03,8,180,2,True
1057173,"ideomix, sukhumvit rd, close to bts",5822937,piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05,1.54,1,219,5,True
1060320,mix dorm  decor do hostel,5171292,somsak,Khlong San,13.72214,100.50752,Shared room,350,1,12,2020-02-08,0.12,10,87,0,True
384924,oasis in the heart of bangkok,1667508,siriwipa,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,2022-08-31,0.75,1,142,1,True
1067748,5 mins by car from chong nonsi bts station,4154759,mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09,0.46,4,149,10,True
1077493,inn saladaeng - superior hotel room,5929404,inn saladaeng & the sathon vimanda,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2022-09-01,0.33,2,176,1,True
1943048,"best nr chatujak, mrt, bts free wifi&fnetflix",9906827,nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06,2.72,1,129,19,True
385130,❂citycenter✔subway station✔private bathroom4aircon,1927968,evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,2020-04-30,3.02,37,361,0,False
385278,nice river view condominium 30 sq.m,1928343,chanvit,Rat Burana,13.68426,100.49841,Private room,1558,1,0,,,1,365,0,True
385979,monthly rent 2beds/2baths quiet apt at bts,1681901,pornpan,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,2020-01-28,0.62,1,330,0,True
390611,sukhumvit apartment near nana bts,807406,hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28,1.45,1,230,13,True
1947314,a room w/ the view :-) in the city,10070953,vichit,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,1,2019-01-13,0.02,1,364,0,True
1079039,spacious 1bed apartment,5935474,tisa,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,,,1,180,0,True
1086843,near bangkok more space than urban!,4937984,sugarcane,Phra Nakhon,13.75135,100.49447,Shared room,5195,1,0,,,1,365,0,True
393066,✺✺99 feet in the sky✺✺,1927968,evan,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,2022-10-01,3.39,37,334,10,False
397449,cozy studio apt near skytrain.(72/74),263049,tor,Sathon,13.71782,100.51622,Private room,950,1,39,2022-10-01,0.3,7,301,2,True
405662,"asoke: tasteful, modern 1br condo",1425515,peter,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,2022-10-31,0.25,2,120,5,True
1088343,"2 bed 2 bath, bts, supermarkets, monthly",5981006,sibyl,Vadhana,13.7104,100.60171,Entire home/apt,2355,30,19,2020-01-04,0.17,1,356,0,True
1094136,"private, relaxed with amenities",5793490,nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,2022-11-26,0.18,6,75,1,True
1961981,s1 hostel (dorm) sathorn bangkok,10138065,s1,Sathon,13.72157,100.54509,Shared room,330,1,82,2019-12-09,0.83,3,358,0,True
407381,3 minutes walk to phrom phong bts,1463818,amporn,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,2022-09-14,0.15,1,44,1,True
1975849,1 bdm condo saphan kwai/ari walk to jj/bts/mrt,8480912,chris and lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,2022-09-01,0.27,1,145,4,True
1133843,เฮ้าส์โหมด house mode,6220137,prapussorn,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,,,1,365,0,False
413824,❂100% private&central light ensuite,1927968,evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,2020-03-14,2.67,37,358,0,False
428360,spacious studio kitchen/wifi,2129668,wimonpak,Yan na wa,13.69673,100.53202,Entire home/apt,1143,200,35,2019-03-04,0.27,41,365,0,True
428421,2. bangkok bright apartment 201,2129668,wimonpak,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24,0.31,41,365,0,True
428907,1.bangkok great value studio wifi,2129668,wimonpak,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,365,14,2013-11-01,0.11,41,270,0,True
428950,bkk city fab luxx studio free wifi @1194,2129668,wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14,1.0,41,365,5,True
430691,5. bangkok bright apartment -wifi,2129668,wimonpak,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2016-11-05,0.23,41,365,0,True
430703,"6. bangkok nice, cosy apartment 201",2129668,wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,2022-11-13,0.38,41,346,3,True
430706,7. bangkok big bright apartment 402,2129668,wimonpak,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,365,8,2013-06-28,0.07,41,365,0,True
432004,studio-wifi-rain shower-sathorn,2148220,marvin,Sathon,13.71922,100.5255,Private room,1736,1,14,2017-02-23,0.12,3,356,0,True
439051,luxury riverview teakwood apartment-great views :),2122791,maam & hermann,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,2020-02-28,0.93,1,361,0,True
1138679,1 bed pool access onnut bts,4877320,nisa,Suanluang,13.71119,100.63334,Entire home/apt,970,21,1,2013-07-01,0.01,2,272,0,True
1976962,river side luxury view,10204823,jahidul,Yan na wa,13.70497,100.55134,Private room,2500,1,0,,,1,364,0,True
449782,bkk center fab studio1150 free wifi,2129668,wimonpak,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,2022-10-30,0.47,41,162,1,True
449826,loft by the church w kitchen/wifi near sathon,2129668,wimonpak,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,2018-03-31,0.31,41,347,0,True
450464,9. bangkok mini stylish studio 205,2129668,wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12,0.4,41,359,3,True
527553,"beautiful apt @ ratchayothin bts, free wifi",2592798,nokina,Chatu Chak,13.82841,100.57103,Entire home/apt,1004,2,24,2018-07-22,0.19,2,0,0,True
1980886,new and modern spacious apartment,10222460,preeda,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,3,0,,,1,364,0,True
1982413,hip studio ♥ of bkk+river+bts+wifi,3346331,bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15,3.67,7,304,19,False
1986193,condo quattro @thonglor near bts,10246374,arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16,0.05,3,62,1,True
2018775,big quiet studio for weekly monthly long term stay,7454779,lily duangdao,Sathon,13.720317,100.54586,Private room,1629,4,4,2022-10-23,0.7,7,82,4,True
2064413,bh : double room - near bts,8664261,kriengkrai,Sathon,13.71659,100.51588,Private room,835,1,0,,,7,365,0,True
2065054,suite with balcony,8664261,kriengkrai,Sathon,13.71655,100.51384,Private room,926,1,1,2019-04-13,0.02,7,365,0,True
2065536,room + shared shower room near bts,8664261,kriengkrai,Sathon,13.71496,100.51406,Private room,866,1,0,,,7,365,0,True
2065699,bangkok hub studio room+shower room,8664261,kriengkrai,Sathon,13.718,100.51573,Private room,650,1,0,,,7,365,0,True
2067731,bangkok hub : standard double room,8664261,kriengkrai,Sathon,13.71662,100.51572,Shared room,866,1,2,2019-01-01,0.03,7,365,0,True
1141969,great location on a charming loft,6262801,andrea,Bang Rak,13.72687,100.52326,Entire home/apt,5887,30,8,2019-01-22,0.07,1,358,0,True
1151862,phiyapa,6313832,psirivedin,Don Mueang,13.9277,100.58757,Private room,1250,1,0,,,1,365,0,True
1160838,spacious 2 bedroom apartment near bts-non smoking,1513875,suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18,1.15,4,342,56,True
1187726,private studio bed room walkable from bts ari,5402740,nattha,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,2021-03-15,0.41,1,323,0,True
534241,stunning 24th fl terrace penthouse!,2625384,mike,Chatu Chak,13.80994,100.5651,Entire home/apt,4156,30,0,,,1,348,0,True
1206077,citycenter bts ari aree fastwifi+kitchen+swimpool,6586465,tayawat,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,2021-05-17,0.32,1,167,0,True
1208204,deluxe condo at perfect location 2-0,766443,gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14,1.83,3,130,20,True
2068795,wow! entire 3 story house in bangkok,9390848,veeza,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20,2.97,1,154,2,True
580270,✴✴colorful room with soaring views in center bkk✴✴,1927968,evan,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,2022-11-25,0.95,37,346,11,False
581755,brand new room near airport railway,2864425,urcha,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,2013-12-03,0.01,1,364,0,True
2068972,state tower riverview 42th freewifi,10581237,anchana,Bang Rak,13.72225,100.51642,Private room,2061,30,11,2015-09-02,0.1,4,365,0,True
2069445,1br riverview 42th state tower wifi,10581237,anchana,Bang Rak,13.72221,100.51568,Private room,2061,30,3,2015-09-01,0.03,4,365,0,True
2070131,"cozy studio by bts: wifi, pool #2",1780407,feb,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2022-11-30,0.7,6,244,2,True
605314,☀ ☼sky bedroom with a smooth life view☼☀,1927968,evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08,3.39,37,344,10,False
1218098,transit dmk & not far from impact,6647138,ninew,Lak Si,13.88974,100.56257,Private room,800,1,27,2016-04-08,0.23,4,353,0,True
605343,✬sweet dreams in the center of bangkok@sky house✬,1927968,evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13,1.84,37,349,4,False
1218842,f/f studio apt for rent. ari bts.,6648722,taweewat  (ken),Phaya Thai,13.78148,100.54868,Private room,1088,2,1,2019-01-04,0.02,2,365,0,True
608624,big jacuzzi+bts/brt+wifi 100mbps,2940438,kinifrog,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,,,19,354,0,True
688013,1 br near bts wifi/pool/fitness (b),1780407,feb,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2022-11-30,1.18,6,317,2,True
691478,studio ๏ affordable comfort,3533863,sarasinee,Phaya Thai,13.78887,100.56009,Entire home/apt,500,30,4,2012-12-15,0.03,1,365,0,False
715652,cosy 1 bed room service apartment!,3687435,avinash,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,2015-10-18,0.05,1,365,0,True
1227663,hip luxury apt in best location,5469059,andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04,1.03,1,54,1,True
2071610,metro view of studio near bts ari,9701189,tam,Phaya Thai,13.78686,100.54951,Entire home/apt,850,30,14,2020-01-10,0.13,1,362,0,True
722291,"1 bedroom apartment, center bangkok",1810415,egidio,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,2022-06-17,0.31,3,271,3,True
2075095,"top of ""old siam""- 17th floor views",368001,melissa and kurt,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,2022-06-19,0.31,1,255,1,True
1235695,furnished studio 5min from skytrain,4583001,suchela,Phaya Thai,13.78761,100.55319,Entire home/apt,623,365,0,,,2,365,0,True
722660,"bangkok view, luxurious 1 bedroom,sathorn.",3734436,chok,Sathon,13.70644,100.52544,Entire home/apt,1212,21,0,,,2,365,0,True
1244333,"private room@chatuchak,bts,jj market,dmk airport",2087671,apipu,Phaya Thai,13.79221,100.54631,Private room,399,1,33,2020-03-15,0.78,1,0,0,True
2076867,u delight  @ jatujak station,10613827,atsanai,Chatu Chak,13.79844,100.55726,Entire home/apt,591,365,0,,,1,365,0,True
2077641,1br river view 19th state tower,10581237,anchana,Bang Rak,13.72007,100.51711,Private room,1300,30,3,2015-01-01,0.03,4,365,0,True
2077825,le siam heritage residence,10581237,anchana,Bang Rak,13.72063,100.51611,Private room,1300,30,0,,,4,365,0,True
723070,"one bed apartmentm,the seed mingle condo, bangkok",3734436,chok,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,2018-12-05,0.04,2,364,0,True
729015,new river condo center bts temples,3785867,julia,Khlong San,13.72077,100.51202,Entire home/apt,3281,360,37,2018-04-30,0.3,2,364,0,True
2084034,unique 2 bd-apt right above pool,10297749,tash,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2022-11-18,0.53,2,346,2,True
1255386,ssip home-15minwalkkhaosan-freebreakfast-triplebed,6838199,sirikamol,Dusit,13.77073,100.50478,Private room,7500,1,0,,,3,365,0,True
1296322,mini chic apartment -bts s taksin,2129668,wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14,1.79,41,355,6,True
736372,luxury condo @ the heart of bangkok,3843977,marc,Vadhana,13.74283,100.58651,Entire home/apt,1974,180,0,,,1,365,0,True
1302302,2 bed serviced penthouse skyvillas,6132593,salvatore,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,2022-11-11,1.19,7,144,3,True
1316688,contemporary modern duplex - thonglor,5394070,eva,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,2022-10-07,0.72,1,0,3,True
742497,chao phraya rumors,3837874,fr,Samphanthawong,13.73989,100.50179,Private room,1732,5,1,2013-08-18,0.01,1,365,0,True
1323380,master suite in pool villa,2975807,ingo,Vadhana,13.74618,100.55168,Private room,9600,28,1,2017-06-19,0.01,2,365,0,True
1338281,loft studio 6 min bts sapan taksin,2129668,wimonpak,Sathon,13.71506,100.51319,Entire home/apt,1100,100,117,2019-05-30,1.02,41,365,0,True
1338489,fabb modern 4. bts sapan taksin,2129668,wimonpak,Sathon,13.7133,100.51337,Entire home/apt,1100,1,146,2020-03-02,1.27,41,167,0,True
2112940,great studio in great area 24sqm.,10772928,yair,Suanluang,13.72383,100.61609,Entire home/apt,1306,28,2,2015-01-15,0.02,4,347,0,True
2118606,city heart resort style condo.,10802851,susie,Phaya Thai,13.78064,100.54393,Entire home/apt,1385,3,7,2017-07-26,0.07,1,348,0,True
2124717,large cozy studio in on nut 17,5469970,yair,Suanluang,13.7234,100.61828,Entire home/apt,1212,10,10,2017-08-10,0.1,10,365,0,True
742693,new & nice 1 bed apt thonglor bts,3888806,nulek,Khlong Toei,13.72062,100.58019,Entire home/apt,1732,2,0,,,1,347,0,True
2130543,bangkok riverside near asiatique,8954433,benz,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,2,18,2016-12-24,0.2,2,357,0,True
2133513,amazing studio in onnut,10772928,yair,Suanluang,13.72158,100.61654,Entire home/apt,999,10,11,2022-10-31,0.12,4,358,2,True
768019,luxury 2br pool villa /cul-de-sac (4 weeks +),2975807,ingo,Vadhana,13.73668,100.56693,Entire home/apt,4156,28,4,2015-08-11,0.03,2,271,0,True
801844,big space in eastern bkk,121622,anchalee,Bang Kapi,13.75878,100.64988,Entire home/apt,519,4,1,2016-11-09,0.01,1,181,0,True
808870,chambre privée en condominium,4255924,arnaud,Khlong Toei,13.73684,100.55488,Private room,1500,7,0,,,1,365,0,False
2135883,elegant 2-brm condo in heart of bangkok,10899693,gerald,Bang Rak,13.72543,100.53838,Entire home/apt,5195,3,95,2022-12-13,0.92,1,236,14,True
1341114,five artist loft apartments,7273604,nim,Bang Na,13.67826,100.60592,Entire home/apt,1750,28,0,,,2,365,0,True
811670,lovely quaint bangkok home,4268095,ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,2022-12-11,0.22,1,336,2,True
1341890,"modern studio skytrain, wifi, 40%monthly discount!",7278395,niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,2022-12-06,0.46,8,127,7,True
818612,budget price but 5 star value near new skytrain,822284,rae and charlie,Bang Sue,13.83148,100.52151,Entire home/apt,1000,3,7,2017-05-12,0.06,7,146,0,True
822214,jade house overlooking pool near new skytrain,822284,rae and charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,2022-12-22,0.18,7,124,1,True
2162578,"3min to bts, late checkout, wifi, pool, cable, bnh",1140715,chonnikan,Bang Rak,13.72425,100.53087,Entire home/apt,2147,5,101,2022-12-14,0.95,2,221,10,True
851956,great bright&spacious 1b bts onnut,4100838,siri,Khlong Toei,13.70486,100.60152,Entire home/apt,850,21,33,2022-10-23,0.28,3,294,1,True
1344388,comfortable in bangkok near mrt,2653642,hab,Din Daeng,13.77126,100.57088,Private room,1200,2,0,,,1,365,0,True
1350390,3.cool chic apartment walk 5 min bts sathon,2129668,wimonpak,Sathon,13.71628,100.51238,Entire home/apt,950,1,109,2022-11-21,0.95,41,358,5,True
852063,2br apt. near sathon silom-free wifi,4396467,sujin,Sathon,13.71972,100.54924,Entire home/apt,1693,30,25,2022-12-03,0.21,2,176,4,True
1353517,95 sqm. 2 br. 1-5 people. next to thonglor bts,7327298,notee,Khlong Toei,13.72393,100.57647,Entire home/apt,3300,5,26,2022-12-18,0.3,3,13,9,True
1394285,superior double room near airport,7489121,anis,Suanluang,13.73789,100.64271,Private room,850,1,8,2022-06-30,0.11,10,365,1,True
1395513,superior twin room near airport,7489121,anis,Suanluang,13.73613,100.64319,Private room,1050,1,0,,,10,365,0,True
1400351,studio in beung kum,7489121,anis,Bueng Kum,13.78327,100.67124,Private room,700,1,3,2019-09-19,0.07,10,365,0,True
1404697,superior double room near yanhen hospital,7489121,anis,Bang Phlat,13.80698,100.5121,Private room,1050,1,0,,,10,365,0,True
1405480,superior twin room near yanhee hospital,7489121,anis,Bang Phlat,13.80657,100.51192,Private room,1050,1,0,,,10,365,0,True
1406065,superior db rm near yanhee hospital,7489121,anis,Bang Phlat,13.80685,100.5125,Private room,1050,1,0,,,10,365,0,True
